kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60
4755;0000-2400;;RUS;Omsk Aero Keepl;R;CAs;;1;;[0217]
4755;0000-2400;;RUS;Samara Aero Amba;R;CAs;;1;;[0217]
4755;0000-2400;;RUS;Yekaterinb.Aero Alenki;R;CAs;;1;;[0217]
4756;2000-2010;Sa;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;103;3004
4756;2000-2010;Sa;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;109;3110[1016]
4760;0035-0040;;IND;AIR Delhi;E;SAs;pb;1;;[1118]
4760;0125-0130;;IND;AIR Delhi;SNK;SAs;pb;1;;
4760;0230-0245;;IND;AIR Delhi;HI;SAs;le;8;;
4760;0245-0300;;IND;AIR Delhi;E;SAs;le;8;;[1216]
4760;0320-0335;;IND;AIR Delhi;UR;SAs;le;8;;
4760;1230-1235;;IND;AIR Delhi;E;SAs;pb;1;;
4760;1235-1240;;IND;AIR Delhi;HI;SAs;pb;1;;
4760;1512-1530;;IND;AIR Delhi;HI;SAs;pb;1;;[0217]
4760;1530-1545;;IND;AIR Delhi;E;SAs;pb;1;;[0318]
4760;1530-1545;;IND;AIR Delhi;E;SAs;le;8;;[1016]
4760;1546-1600;;IND;AIR Delhi;UR;SAs;le;8;;[1016]
4760;0130-0430;sum;IND;AIR Leh;LAD;SAs;le;8;;
4760;0213-0430;win;IND;AIR Leh;LAD;SAs;le;8;;[0316]
4760;1130-1629;;IND;AIR Leh;LAD;SAs;le;8;;[1016]
4760;1030-1700;;IND;AIR Port Blair;HI;SAs;pb;1;;[1018]
4760;1700-1730;SaSu;IND;AIR Port Blair;HI;SAs;pb;1;;
4760;2355-0300;;IND;AIR Port Blair;HI;SAs;pb;1;;[1118]
4760;2130-2140;Fr;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;111;2802[0218]
4760;1425-1455;;SWZ;Trans World Radio;E;ZWE;;5;;
4760;1455-1525;;SWZ;Trans World Radio;SHO;ZWE;;5;;
4760;1525-1555;SaSu;SWZ;Trans World Radio;E;ZWE;;5;;
4760;1525-1555;Mo-Fr;SWZ;Trans World Radio;NDE;ZWE;;5;;
4760;1555-1625;;SWZ;Trans World Radio;SHO;ZWE;;5;;
4760;1630-1645;Sa;SWZ;Trans World Radio;P;MOZ;;4;;
4760;1630-1645;Tu;SWZ;Trans World Radio;SGA;MOZ;;4;;
4765;0130-0500;;CUB;Radio Progreso;S;Car;b;2;;[0219]
4765;0300-0330;;TJK;Radio Tajikistan;R;CAs;y;1;;[0319]
4765;0330-0900;;TJK;Radio Tajikistan;TJ;CAs;y;1;;[1218]
4765;0900-0930;;TJK;Radio Tajikistan;R;CAs;y;1;;
4765;0930-1000;;TJK;Radio Tajikistan;UZ;CAs;y;1;;
4765;1000-2000;;TJK;Radio Tajikistan;TJ;CAs;y;1;;[0319]
4765;2259-0300;;TJK;Radio Tajikistan;TJ;CAs;y;1;;[1218]
4767;1700-1710;Mo,Tu;RUS;G06 Russian Spy Numbers;D;RUS;xx;1;103;3004
4767;1700-1710;Mo,Tu;RUS;G06 Russian Spy Numbers;D;RUS;xx;1;109;3110[1016]
4774;1200-1210;We;RUS;G06 Russian Spy Numbers;D;;xx;1;111;2802[0117]
4774.8;0707-0400;;B;R.Sora de Congonhas;P;B;cn;3;;[0319]
4774.9;0000-0207;Tu-Su;PRU;Radio Tarma;S;PRU;ta;1;;[0319]
4774.9;0946-1100;Mo-Sa;PRU;Radio Tarma;S;PRU;ta;1;;[1118]
4774.9;1100-1400;;PRU;Radio Tarma;S;PRU;ta;1;;[1118]
4774.9;2000-2300;;PRU;Radio Tarma;S;PRU;ta;1;;[0319]
4774.9;2300-2400;Mo-Sa;PRU;Radio Tarma;S;PRU;ta;1;;[1218]
4775;0430-0500;Mo-Fr;SWZ;Trans World Radio;E;SAf;;1;;
4775;0500-0600;;SWZ;Trans World Radio;E;SAf;;5;;
4775;0500-0700;;SWZ;Trans World Radio;E;SAf;;4;;
4775;0600-0700;;SWZ;Trans World Radio;E;SAf;;5;;
4783;1605-1615;Tu,Su;POL;E11 Polish Spy Numbers;E;;p;1;105;3108[0517]
4784;1700-1710;Mo;RUS;G06 Russian Spy Numbers;D;RUS;xx;1;103;3004[0417]
4784;1700-1710;Mo;RUS;G06 Russian Spy Numbers;D;RUS;xx;1;109;3110
4790;1230-1330;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;
4792;1930-1940;Fr;RUS;G06 Russian Spy Numbers;D;RUS;xx;1;111;2802[1118]
4800;0600-0850;We-Mo;CHN;China National Radio 1;M;CHN;q;1;;
4800;0850-1805;;CHN;China National Radio 1;M;CHN;q;1;;[0219]
4800;2023-0600;;CHN;China National Radio 1;M;CHN;q;1;;[0219]
4800;0035-0040;;IND;AIR Delhi;E;SAs;hy;1;;[1118]
4800;0125-0130;;IND;AIR Delhi;SNK;SAs;hy;1;;[0116]
4800;1230-1235;;IND;AIR Delhi;E;SAs;hy;1;;
4800;1240-1245;;IND;AIR Delhi;SNK;SAs;hy;1;;
4800;1512-1530;;IND;AIR Delhi;HI;SAs;hy;1;;[1117]
4800;1530-1545;;IND;AIR Delhi;E;SAs;hy;1;;[1117]
4800;1546-1600;;IND;AIR Delhi;E;SAs;hy;1;;
4800;1730-1735;;IND;AIR Delhi;E;SAs;hy;1;;[0319]
4800;1735-1740;;IND;AIR Delhi;HI;SAs;hy;1;;
4800;0020-0215;;IND;AIR Hyderabad;TEL;SAs;hy;1;;[1018]
4800;1130-1744;;IND;AIR Hyderabad;TEL;SAs;hy;1;;[0119]
4800;1220-1230;;IND;AIR Hyderabad;UR;SAs;hy;1;;
4800;1744-1900;31Dec;IND;AIR Hyderabad;TEL;SAs;hy;1;1512;3112
4800;1744-2000;4Mar;IND;AIR Hyderabad;TEL;SAs;hy;1;1502;0403[0319]
4805;0800-0940;SaSu;B;Radiodif.do Amazonas;P;B;ma;3;;
4805;0940-1200;;B;Radiodif.do Amazonas;P;B;ma;3;;[1117]
4805;1200-1300;Su;B;Radiodif.do Amazonas;P;B;ma;3;;
4805;1345-1700;Mo-Fr;B;Radiodif.do Amazonas;P;B;ma;3;;
4805;1700-1945;SaSu;B;Radiodif.do Amazonas;P;B;ma;3;;
4805;1945-2400;;B;Radiodif.do Amazonas;P;B;ma;3;;[0119]
4810;1530-1545;;ARM;Armenian National Radio;ASY;ARM;y;6;2810;3101[0817]
4810;1545-1600;;ARM;Armenian National Radio;GR;ARM;y;6;2810;3101[1218]
4810;1600-1630;;ARM;Armenian National Radio;KU;ARM;y;6;2810;3101[1118]
4810;1630-1700;;ARM;Armenian National Radio;YZ;ARM;y;6;2810;3101[1118]
4810;1700-1715;Mo-Fr;ARM;Armenian National Radio;TU;ME;y;6;2810;3101[1218]
4810;1700-1730;SaSu;ARM;Armenian National Radio;TU;ME;y;6;2810;3101[0318]
4810;1715-1745;Mo-Fr;ARM;Armenian National Radio;AZ;ME;y;6;2810;3101[1218]
4810;1730-1745;SaSu;ARM;Armenian National Radio;AZ;ME;y;6;2810;3101[0119]
4810;1745-1815;;ARM;Armenian National Radio;FS;ME;y;6;2810;3101[0118]
4810;1815-1845;;ARM;Armenian National Radio;A;ME;y;6;2810;3101[1218]
4810;0025-0215;;IND;AIR Bhopal;HI;SAs;bh;1;;[1018]
4810;1130-1741;;IND;AIR Bhopal;HI;SAs;bh;1;;[0219]
4810;1741-1900;31Dec;IND;AIR Bhopal;HI;SAs;bh;1;1512;3112
4810;2315-0025;26Dec;IND;AIR Bhopal;HI;SAs;bh;1;1512;2612[1214]
4810;2325-0025;29Dec;IND;AIR Bhopal;HI;SAs;bh;1;1512;2912[1214]
4810;0030-0035;;IND;AIR Delhi;HI;SAs;bh;1;;[1014]
4810;0125-0130;;IND;AIR Delhi;SNK;SAs;bh;1;;[0116]
4810;0130-0135;;IND;AIR Delhi;HI;SAs;bh;1;;
4810;1230-1235;;IND;AIR Delhi;E;SAs;bh;1;;[0917]
4810;1235-1240;;IND;AIR Delhi;HI;SAs;bh;1;;
4810;1240-1245;;IND;AIR Delhi;SNK;SAs;bh;1;;
4810;1330-1347;25Jan;IND;AIR Delhi;E;SAs;bh;1;101;2501[0117]
4810;1347-1404;25Jan;IND;AIR Delhi;HI;SAs;bh;1;101;2501[0117]
4810;1512-1530;;IND;AIR Delhi;HI;SAs;bh;1;;[1117]
4810;1530-1545;;IND;AIR Delhi;E;SAs;bh;1;;[0118]
4810;1546-1600;;IND;AIR Delhi;UR;SAs;bh;1;;
4810;1730-1735;;IND;AIR Delhi;E;SAs;bh;1;;[0319]
4810;1735-1740;;IND;AIR Delhi;HI;SAs;bh;1;;
4810;1000-1300;;PRU;Radio Logos;Vn;PRU;cz;1;;[1218]
4810;2300-0226;;PRU;Radio Logos;Vn;PRU;cz;1;;[0118]
4815;0755-0355;win;B;Radio Difusora Londrina;P;B;ld;8;;[0616]
4820;0000-0030;;CHN;China National Radio 1;M;CHN;t;1;;
4820;1030-1100;;CHN;China National Radio 1;M;CHN;t;1;;
4820;2230-2300;;CHN;China National Radio 1;M;CHN;t;1;;
4820;0030-0300;;CHN;PBS Xizang;M;CHN;t;1;;
4820;0300-0600;;CHN;PBS Xizang;M;CHN;t;1;;
4820;0600-0900;We-Mo;CHN;PBS Xizang;M;CHN;t;1;;
4820;0900-1000;We-Mo;CHN;PBS Xizang;M;CHN;t;1;;
4820;1000-1030;;CHN;PBS Xizang;M;CHN;t;1;;
4820;1100-1800;;CHN;PBS Xizang;M;CHN;t;1;;[0319]
4820;2000-2100;We-Mo;CHN;PBS Xizang;M;CHN;t;1;;[1118]
4820;2100-2230;;CHN;PBS Xizang;M;CHN;t;1;;[0119]
4820;2300-2400;;CHN;PBS Xizang;M;CHN;t;1;;[0319]
4820;0000-1230;;KGZ;Kyrgyz Radio 2;KG;CAs;b;1;;[0119]
4820;1000-1010;Tu;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;105;3108[0817]
4824.5;1030-1400;;PRU;La Voz de la Selva;S;PRU;iq;1;;[0716]
4824.5;1900-2200;Mo-Fr;PRU;La Voz de la Selva;S;PRU;iq;1;;[0317]
4828;0455-0505;Tu,Fr;POL;S11 Polish Spy Numbers;R;;p;1;111;2802[1114]
4834;0000-2400;;RUS;Elista Aero Triol;R;EEu;;1;;[0217]
4835;1400-2000;;AUS;Pulse FM Tasmania;E;AUS;rz;8;;
4835;0125-0130;;IND;AIR Delhi;SNK;SAs;gt;1;;
4835;0130-0135;;IND;AIR Delhi;HI;SAs;gt;1;;
4835;0245-0300;;IND;AIR Delhi;E;SAs;gt;1;;[1118]
4835;1230-1235;;IND;AIR Delhi;E;SAs;gt;1;;[0718]
4835;1355-1405;;IND;AIR Delhi;NE;SAs;gt;1;;
4835;1512-1530;;IND;AIR Delhi;HI;SAs;gt;1;;[0118]
4835;1530-1545;;IND;AIR Delhi;E;SAs;gt;1;;[0118]
4835;1545-1600;;IND;AIR Delhi;E;SAs;gt;1;;[1216]
4835;0100-0400;;IND;AIR Gangtok;NE;SAs;gt;1;;[1218]
4835;0400-0500;;IND;AIR Gangtok;NE;SAs;gt;1;;
4835;1030-1315;;IND;AIR Gangtok;NE;SAs;gt;1;;[0219]
4835;1315-1320;;IND;AIR Gangtok;LEP;SAs;gt;1;;[0618]
4835;1320-1325;;IND;AIR Gangtok;SIK;SAs;gt;1;;
4835;1325-1530;;IND;AIR Gangtok;NE;SAs;gt;1;;[1218]
4835;1600-1700;;IND;AIR Gangtok;NE;SAs;gt;1;;[0119]
4835;1700-1900;31Dec;IND;AIR Gangtok;NE;SAs;gt;1;1512;3112
4835;0300-0305;;IND;AIR North-East;E;SAs;gt;1;;[1118]
4836;2030-2040;Th,Fr;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;111;2802[0217]
4840;0430-0500;Su;USA;Adventist World Radio;E;NAm;n;2;;
4840;0500-0600;Mo;USA;Brother Stair;E;NAm;n;2;1103;
4840;0700-1000;Mo-Fr;USA;Brother Stair;E;NAm;n;2;;
4840;1000-1100;Mo-Sa;USA;Brother Stair;E;NAm;n;6;2810;3101
4840;1000-1300;Mo-Sa;USA;Brother Stair;E;NAm;n;2;102;
4840;1100-1200;Sa;USA;Brother Stair;E;NAm;n;6;2810;3101
4840;0100-0200;Su;USA;V.o.Report of the Week;E;NAm;n;6;2810;3011
4840;0100-1300;;USA;WWCR 3 Nashville, TN;E;NAm;n;2;;
4845;0800-0200;;B;R. Cultura do Amazonas;P;B;m;3;;[0319]
4845;0000-2400;;G;Forest Moor ALE;;WEu;ic;1;;[1116]
4850;1600-1700;;CHN;China National Radio 17;KZ;CHN;uc;4;;
4850;0300-0325;;CHN;PBS Xinjiang;KZ;CHN;uc;6;1412;1412
4850;1155-1600;;CHN;PBS Xinjiang;KZ;CHN;uc;4;;[0319]
4850;1700-1800;;CHN;PBS Xinjiang;KZ;CHN;uc;4;;[1218]
4850;2340-0300;;CHN;PBS Xinjiang;KZ;CHN;uc;4;;[0219]
4862.2;0000-2400;;B;R.Alvorada de Londrina;P;B;lo;1;;[0319]
4865;0700-0930;Mo-Fr;B;R.Verdes Florestas;P;B;cs;8;;[1114]
4865;0930-1300;win;B;R.Verdes Florestas;P;B;cs;8;;[0217]
4865;2200-0300;win;B;R.Verdes Florestas;P;B;cs;8;;[0317]
4870;0230-0310;;CLA;Radio Sedaye Kashmir;KS;SAs;/IND-d;1;;[1018]
4870;0310-0330;;CLA;Radio Sedaye Kashmir;DO;SAs;/IND-d;1;;[1218]
4870;1430-1510;;CLA;Radio Sedaye Kashmir;KS;SAs;/IND-d;1;;[1218]
4870;1510-1530;;CLA;Radio Sedaye Kashmir;DO;SAs;/IND-d;1;;[1218]
4870;1330-1430;;IND;All India Radio GOS;NE;NPL;d;1;;
4870;1955-2005;We,Fr;POL;S11 Polish Spy Numbers;R;;p;1;105;3108[0818]
4875;1300-1330;Su;USA;US Air Force MARS Net;E;ENA;;2;;
4875.2;0740-0900;Mo-Sa;B;Radiodifusora Roraima;P;B;bv;3;;
4875.2;0900-0405;;B;Radiodifusora Roraima;P;B;bv;3;;[1118]
4885;0000-2400;;B;Radio Clube do Para;P;B;be;1;;[0319]
4885;0845-0227;;B;Radiodif.Acreana;P;B;rb;3;;[0319]
4885;0655-0100;;CLA;Echo of Hope VOH;K;KRE;/KOR-o;1;;[0319]
4885;0938-0957;;CLA;Echo of Hope VOH;E;KRE;/KOR-o;1;;[0319]
4885;1238-1257;;CLA;Echo of Hope VOH;E;KRE;/KOR-o;1;;[0319]
4885;1738-1757;;CLA;Echo of Hope VOH;E;KRE;/KOR-o;1;;
4885;2038-2057;;CLA;Echo of Hope VOH;E;KRE;/KOR-o;1;;
4895;1630-1730;Mo;AFS;Amateur Radio Today;E;SAf;;0;;
4895;0125-0130;;IND;AIR Delhi;SNK;SAs;ku;1;101;
4895;0130-0135;;IND;AIR Delhi;HI;SAs;ku;1;101;
4895;1230-1235;;IND;AIR Delhi;E;SAs;ku;1;1001;[0219]
4895;1235-1240;;IND;AIR Delhi;HI;SAs;ku;1;1001;
4895;1355-1405;;IND;AIR Delhi;NE;SAs;ku;1;1001;
4895;1405-1415;;IND;AIR Delhi;BE;SAs;ku;1;1001;
4895;1450-1500;;IND;AIR Delhi;E;SAs;ku;1;1001;[1215]
4895;1512-1530;;IND;AIR Delhi;HI;SAs;ku;1;1001;[0119]
4895;1530-1545;;IND;AIR Delhi;E;SAs;ku;1;1001;[0119]
4895;1546-1600;;IND;AIR Delhi;E;SAs;ku;1;1001;[0914]
4895;1730-1735;;IND;AIR Delhi;E;SAs;ku;1;1001;[0216]
4895;1735-1740;;IND;AIR Delhi;HI;SAs;ku;1;1001;[0216]
4895;0055-0400;;IND;AIR Kurseong;NE;SAs;ku;1;101;[0119]
4895;0400-0430;SaSu;IND;AIR Kurseong;NE;SAs;ku;1;101;
4895;1130-1700;;IND;AIR Kurseong;NE;SAs;ku;1;1001;[0219]
4895;1700-1741;SaSu;IND;AIR Kurseong;NE;SAs;ku;1;1001;[0316]
4895;0700-1400;irr;MNG;Mongolian Radio 1;MO;As;a;1;;[0219]
4900;0940-1300;;CHN;Voice of Strait;M;FE;gu;1;;[0319]
4900;1300-1355;;CHN;Voice of Strait;AM;FE;gu;1;;[0119]
4900;1355-1600;;CHN;Voice of Strait;M;FE;gu;1;;[1118]
4900;1530-1540;23rd;KOR;V24 Numbers Station;K;Oc;g;1;;
4900;1530-1540;25th;KOR;V24 Numbers Station;K;Oc;g;1;;[0217]
4900;1530-1540;27th;KOR;V24 Numbers Station;K;Oc;g;1;;
4905;0000-2400;;B;Radio Relogio, Rio d.J.;P;B;rj;1;;[0319]
4905;2300-2400;;CHN;China National Radio 11;TB;CHN;t;1;;[1018]
4905;0000-0200;;CHN;PBS Xizang;TB;CHN;t;1;;
4905;0200-0700;;CHN;PBS Xizang;TB;CHN;t;1;;
4905;0700-0800;We-Mo;CHN;PBS Xizang;E;CHN;t;1;;
4905;0800-1000;We-Mo;CHN;PBS Xizang;TB;CHN;t;1;;
4905;1000-1600;;CHN;PBS Xizang;TB;CHN;t;1;;[1218]
4905;1600-1700;;CHN;PBS Xizang;E;CHN;t;1;;[0119]
4905;1700-1805;;CHN;PBS Xizang;TB;CHN;t;1;;[1218]
4905;2050-2300;;CHN;PBS Xizang;TB;CHN;t;1;;[1118]
4909;0820-0830;Mo,Th;POL;E11 Polish Spy Numbers;E;;p;1;111;2802[0219]
4909;0900-0910;Th,Sa;POL;E11 Polish Spy Numbers;E;;p;1;102;3110[0914]
4909;1445-1455;We,Sa;POL;E11 Polish Spy Numbers;E;;p;1;103;3110[1014]
4910;0030-0035;;IND;AIR Delhi;HI;SAs;ja;1;;[0117]
4910;0035-0040;;IND;AIR Delhi;E;SAs;ja;1;;[0418]
4910;0125-0130;;IND;AIR Delhi;SNK;SAs;ja;1;;
4910;0230-0245;;IND;AIR Delhi;HI;SAs;ja;1;;
4910;0245-0300;;IND;AIR Delhi;E;SAs;ja;1;;[1216]
4910;1235-1240;;IND;AIR Delhi;HI;SAs;ja;1;;
4910;1240-1245;;IND;AIR Delhi;SNK;SAs;ja;1;;
4910;1512-1530;;IND;AIR Delhi;HI;SAs;ja;1;;
4910;1530-1545;;IND;AIR Delhi;E;SAs;ja;1;;[0817]
4910;1730-1735;;IND;AIR Delhi;E;SAs;ja;1;;[0319]
4910;1735-1740;;IND;AIR Delhi;HI;SAs;ja;1;;[0219]
4910;0025-0430;;IND;AIR Jaipur;HI;SAs;ja;1;;[0319]
4910;0430-0508;Su;IND;AIR Jaipur;HI;SAs;ja;1;;
4910;1130-1741;;IND;AIR Jaipur;HI;SAs;ja;1;;[0319]
4910;1320-1330;;IND;AIR Jaipur;MW;SAs;ja;1;;
4910;1741-1900;31Dec;IND;AIR Jaipur;HI;SAs;ja;1;1512;3112
4910;2315-0025;26Dec;IND;AIR Jaipur;HI;SAs;ja;1;1512;2612[1214]
4910;2325-0025;29Dec;IND;AIR Jaipur;HI;SAs;ja;1;1512;2912[1214]
4916;1200-1210;We;RUS;G06 Russian Spy Numbers;D;;xx;1;111;2802[1216]
4920;2300-2400;;CHN;China National Radio 11;TB;CHN;t;1;;[1018]
4920;0000-0200;;CHN;PBS Xizang;TB;CHN;t;1;;
4920;0200-0700;;CHN;PBS Xizang;TB;CHN;t;1;;
4920;0700-0800;We-Mo;CHN;PBS Xizang;E;CHN;t;1;;
4920;0800-1000;We-Mo;CHN;PBS Xizang;TB;CHN;t;1;;
4920;1000-1600;;CHN;PBS Xizang;TB;CHN;t;1;;[1218]
4920;1600-1700;;CHN;PBS Xizang;E;CHN;t;1;;[0119]
4920;1700-1805;;CHN;PBS Xizang;TB;CHN;t;1;;[1218]
4920;2050-2300;;CHN;PBS Xizang;TB;CHN;t;1;;[1118]
4920;0015-0245;;IND;AIR Chennai;TAM;SAs;c;1;;[0318]
4920;1200-1739;;IND;AIR Chennai;TAM;SAs;c;1;;[1218]
4920;0035-0040;;IND;AIR Delhi;E;SAs;c;1;;[1118]
4920;1230-1235;;IND;AIR Delhi;E;SAs;c;1;;[0418]
4920;1330-1347;25Jan;IND;AIR Delhi;E;SAs;c;1;101;2501[0117]
4920;1347-1404;25Jan;IND;AIR Delhi;HI;SAs;c;1;101;2501[0117]
4920;1512-1530;;IND;AIR Delhi;HI;SAs;c;1;;[1117]
4920;1530-1545;;IND;AIR Delhi;E;SAs;c;1;;[0118]
4920;1730-1735;;IND;AIR Delhi;E;SAs;c;1;;[0319]
4920.8;1800-0730;;PRU;La Voz del Pueblo;S;PRU;su;1;;[1118]
4925;1005-0203;;B;R.Educacao Rural, Tefe;P;B;tf;3;;[0319]
4925;1430-1440;11th;KOR;V24 Numbers Station;K;Oc;g;1;;[0317]
4925;1430-1440;13th;KOR;V24 Numbers Station;K;Oc;g;1;;[0317]
4925;1430-1440;15th;KOR;V24 Numbers Station;K;Oc;g;1;;[1217]
4930;0300-0600;;USA;Voice of America;E;SAf;/BOT;0;;
4930;1400-1700;;USA;Voice of America;E;SAf;/BOT;0;;
4930;1700-1800;;USA;Voice of America;ZWE;ZWE;/BOT;0;;
4930;1800-1900;SaSu;USA;Voice of America;E;SAf;/BOT;0;;
4930;1800-1900;Mo-Fr;USA;Voice of America;E;SAf;/BOT;0;;
4930;1900-2100;;USA;Voice of America;E;SAf;/BOT;0;;
4936;0000-2400;;B;Radio Brasil Central;P;B;go;6;3011;3011
4940;0930-0955;SaSu;CHN;Voice of Strait;E;FE;gu;1;;[0319]
4940;0940-1000;Mo-Fr;CHN;Voice of Strait;M;FE;gu;1;;[0219]
4940;1000-1600;;CHN;Voice of Strait;M;FE;gu;1;;[0319]
4940;1430-1455;SaSu;CHN;Voice of Strait;E;FE;gu;1;;[0219]
4940;2230-0400;;CHN;Voice of Strait;M;FE;gu;1;;[0219]
4940;1000-0100;;PRU;Radio San Antonio;S;PRU;at;1;;[1018]
4949.7;0000-2400;;AGL;R Nacional, Canal A;P;Af;m;1;;[0319]
4950;0125-0130;;IND;AIR Delhi;SNK;SAs;sr;1;;
4950;0130-0135;;IND;AIR Delhi;HI;SAs;sr;1;;
4950;1230-1235;;IND;AIR Delhi;E;SAs;sr;1;;
4950;1730-1735;;IND;AIR Delhi;E;SAs;sr;1;;[0219]
4950;1735-1740;;IND;AIR Delhi;HI;SAs;sr;1;;[0219]
4950;0030-0215;;IND;AIR Srinagar;KS;SAs;sr;5;;[1218]
4950;0100-0215;;IND;AIR Srinagar;KS;SAs;sr;4;;[0218]
4950;0215-0250;15Aug;IND;AIR Srinagar;KS;SAs;sr;1;108;1508
4950;1120-1747;;IND;AIR Srinagar;KS;SAs;sr;1;;[0219]
4950;2115-2245;Ram;IND;AIR Srinagar;KS;SAs;sr;1;;[0616]
4953;1800-1810;Mo,Tu;RUS;G06 Russian Spy Numbers;D;RUS;xx;1;103;3004[0416]
4953;1800-1810;Mo,Tu;RUS;G06 Russian Spy Numbers;D;RUS;xx;1;109;3110[1016]
4955;1030-1400;;PRU;R.Cultura Amauta, Huanta;S,Q;PRU;hu;1;;[0118]
4955;2100-0108;;PRU;R.Cultura Amauta, Huanta;S,Q;PRU;hu;1;;[0119]
4960;0400-0500;;USA;Voice of America;E;WAf;/STP;0;;
4960;0500-0530;;USA;Voice of America;HA;WAf;/STP;0;;
4960;0530-0600;Mo-Fr;USA;Voice of America;F;WAf;/STP;0;;
4960;0600-0630;Mo-Fr;USA;Voice of America;F;WAf;/STP;0;;
4960;0700-0730;;USA;Voice of America;HA;WAf;/STP;0;;
4960;2030-2100;SaSu;USA;Voice of America;E;WAf;/STP;0;;
4960;2030-2100;Mo-Fr;USA;Voice of America;HA;WAf;/STP;0;;
4965;0857-1200;;B;Radio Alvorada,Parintins;P;B;pa;3;;[0219]
4965;2000-0200;;B;Radio Alvorada,Parintins;P;B;pa;3;;[0617]
4965;1600-1900;Mo-Fr;ZMB;Voice of Hope Africa;E;SAf;m;1;;[0219]
4970;0030-0035;;IND;AIR Delhi;HI;SAs;sg;1;;[0117]
4970;0035-0040;;IND;AIR Delhi;E;SAs;sg;1;;[0117]
4970;0245-0300;;IND;AIR Delhi;E;SAs;sg;1;;
4970;1230-1235;;IND;AIR Delhi;E;SAs;sg;1;;[0418]
4970;1330-1347;25Jan;IND;AIR Delhi;E;SAs;sg;1;101;2501[0117]
4970;1347-1404;25Jan;IND;AIR Delhi;HI;SAs;sg;1;101;2501[0117]
4970;1512-1530;;IND;AIR Delhi;HI;SAs;sg;1;;[1118]
4970;1530-1545;;IND;AIR Delhi;E;SAs;sg;1;;[0118]
4970;1730-1735;;IND;AIR Delhi;E;SAs;sg;1;;[0318]
4970;1135-1140;;IND;AIR North-East;E;SAs;sg;1;;
4970;1235-1400;;IND;AIR North-East;E;SAs;sg;1;;[0418]
4970;0025-0400;;IND;AIR Shillong;KHS;SAs;sg;1;;[1217]
4970;0300-0305;;IND;AIR Shillong;E;SAs;sg;1;;
4970;1056-1742;;IND;AIR Shillong;KHS;SAs;sg;1;;[1118]
4970;1210-1235;;IND;AIR Shillong;GAR;SAs;sg;1;;
4970;1300-1330;;IND;AIR Shillong;E;SAs;sg;1;;[0718]
4970;1435-1440;;IND;AIR Shillong;E;SAs;sg;1;;[1015]
4970;1510-1512;;IND;AIR Shillong;E;SAs;sg;1;;[0217]
4980;1135-1200;;CHN;PBS Xinjiang;UI;CHN;uc;4;;
4980;1200-1225;;CHN;PBS Xinjiang;UI;CHN;uc;4;;
4980;1225-1800;;CHN;PBS Xinjiang;UI;CHN;uc;4;;[0319]
4980;2310-0300;;CHN;PBS Xinjiang;UI;CHN;uc;4;;[0319]
4980;1130-1200;;CZE;Radio Prague;S;Car;/USA-o;6;1302;1302
4980;2100-2400;;USA;WRMI Radio Miami Int.;E;Car;o;1;2412;
4985;0000-2400;;B;Radio Brasil Central;P;B;go;1;;[0219]
4990;0000-2400;;SUR;Radio Apintie;NL;SUR;;1;;[0118]
4996;0000-2400;;RUS;RWM Moscow;-TS;RUS;t;1;;[0119]
5000;0000-2400;;CHN;BPM Xian;-TS;CHN;p;1;;
5000;0000-2400;;HWA;WWVH Hawaii (f.ann.);-TS;USA;b;1;;[1218]
5000;0100-0800;Mo-Fr;KOR;HLA Taedok;-TS;KOR;t;1;;
5000;0000-2400;;USA;WWV Colorado (m.ann.);-TS;USA;fb;1;;[0219]
5005;0000-0440;15Aug;GNE;Radio Bata;S;CAf;b;1;108;1508
5005;0505-0700;;GNE;Radio Bata;S;CAf;b;1;;[0319]
5005;1500-1700;;GNE;Radio Bata;S;CAf;b;1;;[1218]
5005;1700-1900;;GNE;Radio Bata;S;CAf;b;6;2012;2012
5005;0815-1118;;NPL;Radio Nepal;NE;NPL;;1;;[0219]
5006;0000-2400;;J;JG2XA Propag.Studies;;FE;f;1;103;
5010;2200-2300;Sa;ARG;La Rosa de Tokio;S;Car;/USA-o;1;;
5010;2200-2300;Mo-Fr;ARG;R.Argentina al Exterior;S;Car;/USA-o;1;;[1218]
5010;1130-1200;;CZE;Radio Prague;S;Car;/USA-o;1;;
5010;0035-0040;;IND;AIR Delhi;E;SAs;tv;1;;[0618]
5010;0125-0130;;IND;AIR Delhi;SNK;SAs;tv;1;;
5010;1220-1225;;IND;AIR Delhi;E;SAs;tv;1;;
5010;1230-1235;;IND;AIR Delhi;E;SAs;tv;1;;[0418]
5010;1240-1245;;IND;AIR Delhi;SNK;SAs;tv;1;;
5010;1330-1347;25Jan;IND;AIR Delhi;E;SAs;tv;1;101;2501[0117]
5010;1347-1404;25Jan;IND;AIR Delhi;HI;SAs;tv;1;101;2501[0117]
5010;1512-1530;;IND;AIR Delhi;HI;SAs;tv;1;;[0117]
